,*Warn,CurrentScore,Division,OverallPlace,PlayTime,ScoredImages,Server2008_state_gsms-Found,Server2008_state_gsms-Penalties,Server2008_state_gsms-Remaining,Server2008_state_gsms-Score,Server2008_state_gsms-Time,Server2008_state_gsms-Warn,State,StatePlace,TeamName,TeamNumber,Tier,Ubuntu14_state_sms-Found,Ubuntu14_state_sms-Penalties,Ubuntu14_state_sms-Remaining,Ubuntu14_state_sms-Score,Ubuntu14_state_sms-Time,Ubuntu14_state_sms-Warn,Windows10_state_sms-Found,Windows10_state_sms-Penalties,Windows10_state_sms-Remaining,Windows10_state_sms-Score,Windows10_state_sms-Time,Windows10_state_sms-Warn
1,,266.0,Middle School,1.0,05:41,3,32,0,6,85, 5:41,,VA,1.0,,10-0301,Middle School,33,0,1,97, 5:38,,31,0,7,84, 5:39,
2,,253.0,Middle School,2.0,05:58,3,31,0,7,81, 5:54,,CA,1.0,,10-1236,Middle School,28,0,6,82, 5:58,,34,0,4,90, 5:54,
3,,250.0,Middle School,3.0,05:52,3,29,0,9,76, 5:51,,CA,2.0,,10-1160,Middle School,29,0,5,84, 5:46,,34,0,4,90, 5:51,
4,,247.0,Middle School,4.0,05:54,3,30,0,8,79, 5:49,,MO,1.0,,10-0523,Middle School,28,0,6,86, 5:51,,32,0,6,82, 5:54,
5,,246.0,Middle School,5.0,05:52,3,28,0,10,75, 5:52,,CA,3.0,,10-1305,Middle School,30,0,4,88, 5:52,,31,0,7,83, 5:03,
6,,246.0,Middle School,6.0,05:43,3,29,0,9,78, 5:40,,CA,4.0,,10-3902,Middle School,30,0,4,87, 5:43,,31,0,7,81, 5:43,
7,,245.0,Middle School,7.0,05:57,3,32,0,6,85, 5:55,,CA,5.0,,10-1744,Middle School,26,0,8,75, 5:57,,32,0,6,85, 5:56,
8,,243.0,Middle School,8.0,05:48,3,31,0,7,82, 5:24,,WA,1.0,,10-5704,Middle School,23,0,11,69, 5:40,,34,0,4,92, 5:42,
9,,243.0,Middle School,9.0,05:58,3,29,0,9,77, 5:58,,CA,6.0,,10-0582,Middle School,27,0,7,77, 5:57,,33,0,5,89, 5:56,
10,,239.0,Middle School,10.0,05:56,3,26,0,12,71, 5:55,,CA,7.0,,10-0385,Middle School,28,0,6,82, 5:55,,33,0,5,86, 5:54,
11,,236.0,Middle School,11.0,05:51,3,28,0,10,76, 5:43,,CA,8.0,,10-1019,Middle School,26,0,8,76, 5:47,,31,0,7,84, 5:47,
12,,231.0,Middle School,12.0,05:45,3,29,0,9,77, 5:43,,VA,2.0,,10-0303,Middle School,23,0,11,67, 5:43,,33,0,5,87, 5:41,
13,,229.0,Middle School,13.0,05:55,3,29,0,9,78, 5:55,,CA,9.0,,10-4567,Middle School,25,0,9,76, 5:47,,28,0,10,75, 5:53,
14,,227.0,Middle School,14.0,05:48,3,25,0,13,71, 5:47,,VA,3.0,,10-3981,Middle School,26,0,8,77, 5:44,,30,0,8,79, 5:48,
15,,225.0,Middle School,15.0,05:46,3,25,0,13,69, 5:42,,CO,1.0,,10-0988,Middle School,27,0,7,79, 5:45,,29,0,9,77, 5:44,
16,,224.0,Middle School,16.0,05:57,3,25,0,13,70, 5:56,,CA,10.0,,10-0641,Middle School,26,0,8,78, 5:56,,29,0,9,76, 5:56,
17,,224.0,Middle School,17.0,05:56,3,26,0,12,68, 5:53,,CA,11.0,,10-2138,Middle School,26,0,8,76, 5:53,,30,0,8,80, 5:51,
18,,223.0,Middle School,18.0,05:57,3,27,0,11,72, 5:57,,VA,4.0,,10-4292,Middle School,25,0,9,73, 5:53,,29,0,9,78, 5:57,
19,,222.0,Middle School,19.0,06:00,3,26,0,12,68, 6:00,,CA,12.0,,10-2829,Middle School,24,0,10,69, 5:59,,32,0,6,85, 5:59,
20,,221.0,Middle School,20.0,05:53,3,31,0,7,84, 5:50,,TX,1.0,,10-3476,Middle School,23,0,11,68, 5:51,,26,0,12,69, 5:52,
21,,221.0,Middle School,21.0,05:54,3,26,0,12,72, 5:53,,CA,13.0,,10-4563,Middle School,20,0,14,60, 5:53,,33,0,5,89, 5:54,
22,,220.0,Middle School,22.0,05:39,3,28,0,10,76, 5:21,,CO,2.0,,10-0989,Middle School,27,0,7,79, 5:38,,25,0,13,65, 5:16,
23,,220.0,Middle School,23.0,05:57,3,23,0,15,65, 5:54,,MO,2.0,,10-0107,Middle School,27,0,7,81, 5:49,,26,0,12,74, 5:57,
24,,220.0,Middle School,24.0,05:53,3,25,0,13,71, 5:51,,CAN,1.0,,10-0750,Middle School,24,0,10,68, 5:50,,31,0,7,81, 5:53,
25,,217.0,Middle School,25.0,05:46,3,23,0,15,63, 5:45,,CA,14.0,,10-1176,Middle School,25,0,9,73, 5:40,,30,0,8,81, 5:42,
26,,217.0,Middle School,26.0,05:44,3,21,0,17,56, 5:33,,DE,1.0,,10-3782,Middle School,29,0,5,86, 5:36,,28,0,10,75, 5:44,
27,,216.0,Middle School,27.0,05:58,3,29,0,9,77, 5:57,,CA,15.0,,10-2979,Middle School,19,0,15,53, 5:58,,33,0,5,86, 5:56,
28,,213.0,Middle School,28.0,05:51,3,25,0,13,68, 5:49,,VA,5.0,,10-0172,Middle School,24,0,10,70, 5:50,,28,0,10,75, 5:48,
29,,211.0,Middle School,29.0,05:55,3,28,0,10,75, 5:46,,MO,3.0,,10-1537,Middle School,20,0,14,60, 5:55,,29,0,9,76, 5:43,
30,,211.0,Middle School,30.0,05:59,3,22,0,16,61, 5:56,,VA,6.0,,10-4547,Middle School,27,0,7,78, 5:53,,28,0,10,72, 5:56,
31,,211.0,Middle School,31.0,05:58,3,22,0,16,63, 5:54,,KS,1.0,,10-4198,Middle School,28,0,6,82, 5:56,,25,0,13,66, 5:58,
32,,210.0,Middle School,32.0,05:54,3,26,0,12,69, 5:52,,TX,2.0,,10-4861,Middle School,22,0,12,66, 5:54,,27,0,11,75, 5:52,
33,,208.0,Middle School,33.0,05:57,3,25,0,13,65, 5:56,,MO,4.0,,10-0490,Middle School,23,0,11,67, 5:53,,28,0,10,76, 5:54,
34,,206.0,Middle School,34.0,05:59,3,26,0,12,70, 5:58,,VA,7.0,,10-4483,Middle School,19,0,15,60, 5:53,,29,0,9,76, 5:55,
35,,205.0,Middle School,35.0,05:47,3,27,0,11,70, 5:47,,MO,5.0,,10-0108,Middle School,21,0,13,66, 5:39,,25,0,13,69, 5:40,
36,,205.0,Middle School,36.0,05:46,3,28,0,10,75, 5:46,,OH,1.0,,10-0143,Middle School,19,0,15,51, 5:36,,29,0,9,79, 5:38,
37,,204.0,Middle School,37.0,05:45,3,21,0,17,57, 5:37,,TX,3.0,,10-2161,Middle School,27,0,7,81, 5:44,,25,0,13,66, 5:44,
38,,203.0,Middle School,38.0,06:00,3,29,0,9,77, 5:59,,VA,8.0,,10-3724,Middle School,22,0,12,64, 5:56,,22,0,16,62, 5:56,
39,,201.0,Middle School,39.0,05:50,3,27,0,11,73, 5:49,,CO,3.0,,10-1798,Middle School,23,0,11,66, 5:45,,25,0,13,62, 5:42,
40,T,200.0,Middle School,40.0,06:04,3,24,0,14,66, 6:04,T,WA,2.0,,10-5710,Middle School,21,0,13,64, 5:38,,25,0,13,70, 5:56,
41,,199.0,Middle School,41.0,05:23,3,22,0,16,61, 4:52,,AL,1.0,,10-4046,Middle School,26,0,8,78, 5:20,,22,0,16,60, 3:51,
42,,199.0,Middle School,42.0,05:49,3,24,0,14,64, 5:27,,CA,16.0,,10-2129,Middle School,25,0,9,74, 5:31,,25,0,13,61, 5:48,
43,,199.0,Middle School,43.0,05:45,3,24,0,14,65, 5:26,,CO,4.0,,10-0991,Middle School,23,0,11,67, 5:43,,25,0,13,67, 5:43,
44,,198.0,Middle School,44.0,05:20,3,24,0,14,65, 5:16,,CO,5.0,,10-1159,Middle School,26,0,8,75, 4:44,,24,0,14,58, 5:20,
45,,198.0,Middle School,45.0,05:50,3,23,0,15,65, 5:49,,NV,1.0,,10-0721,Middle School,19,0,15,57, 5:50,,29,0,9,76, 5:50,
46,,198.0,Middle School,46.0,05:56,3,21,0,17,59, 5:54,,CA,17.0,,10-3085,Middle School,21,0,13,64, 5:47,,28,0,10,75, 5:52,
47,,198.0,Middle School,47.0,06:00,3,21,0,17,58, 5:31,,DE,2.0,,10-3783,Middle School,21,0,13,61, 5:59,,30,0,8,79, 5:27,
48,,196.0,Middle School,48.0,05:58,3,19,0,19,53, 5:56,,CO,6.0,,10-3329,Middle School,28,0,6,79, 5:54,,24,0,14,64, 5:53,
49,,195.0,Middle School,49.0,05:52,3,22,0,16,60, 5:24,,CO,7.0,,10-0025,Middle School,24,0,10,69, 4:53,,24,0,14,66, 5:52,
50,,194.0,Middle School,50.0,05:53,3,21,0,17,58, 5:45,,MD,1.0,,10-4107,Middle School,22,0,12,64, 5:50,,27,0,11,72, 5:43,
51,,194.0,Middle School,51.0,05:58,3,24,0,14,68, 5:54,,AL,2.0,,10-0528,Middle School,23,0,11,69, 5:28,,25,0,13,57, 5:58,
52,,194.0,Middle School,52.0,05:56,3,22,0,16,62, 5:54,,AZ,1.0,,10-2418,Middle School,20,0,14,61, 5:56,,27,0,11,71, 5:56,
53,,193.0,Middle School,53.0,05:44,3,21,0,17,59, 5:44,,VA,9.0,,10-0302,Middle School,16,0,18,49, 5:38,,32,0,6,85, 5:41,
54,,193.0,Middle School,54.0,05:56,3,20,0,18,56, 5:29,,MD,2.0,,10-1721,Middle School,24,0,10,68, 5:47,,26,0,12,69, 5:55,
55,,192.0,Middle School,55.0,05:56,3,22,0,16,61, 5:53,,KS,2.0,,10-5734,Middle School,23,0,11,64, 5:55,,23,0,15,67, 5:53,
56,,192.0,Middle School,56.0,05:52,3,25,0,13,70, 5:52,,OH,2.0,,10-5740,Middle School,20,0,14,58, 5:46,,24,0,14,64, 5:50,
57,,191.0,Middle School,57.0,05:41,3,23,0,15,61, 5:41,,CA,18.0,,10-5050,Middle School,17,0,17,54, 5:40,,28,0,10,76, 5:34,
58,,190.0,Middle School,58.0,05:29,3,21,0,17,59, 5:27,,GA,1.0,GBM,10-4396,Middle School,25,0,9,74, 5:29,,22,0,16,57, 5:28,
59,,190.0,Middle School,59.0,05:55,3,21,0,17,59, 5:49,,AL,3.0,,10-0529,Middle School,23,0,11,68, 5:52,,24,0,14,63, 5:54,
60,,190.0,Middle School,60.0,05:52,3,23,0,15,61, 5:46,,VA,10.0,,10-4059,Middle School,16,0,18,45, 5:44,,31,0,7,84, 5:51,
61,,190.0,Middle School,61.0,05:49,3,21,1,17,51, 5:49,,CO,8.0,,10-0990,Middle School,25,0,9,75, 5:45,,25,0,13,64, 5:42,
62,,190.0,Middle School,62.0,05:57,3,22,0,16,61, 5:55,,HI,1.0,,10-4971,Middle School,18,0,16,54, 5:57,,28,0,10,75, 5:55,
63,T,189.0,Middle School,63.0,06:02,3,18,0,20,51, 5:54,,HI,2.0,,10-3700,Middle School,26,0,8,78, 5:37,,23,0,15,60, 5:58,
64,,189.0,Middle School,64.0,05:58,3,25,0,13,64, 5:55,,WY,1.0,,10-1909,Middle School,22,0,12,63, 5:58,,24,0,14,62, 5:54,
65,,188.0,Middle School,65.0,05:54,3,20,0,18,53, 5:54,,CA,19.0,,10-1161,Middle School,19,0,15,56, 5:44,,30,0,8,79, 5:48,
66,,187.0,Middle School,66.0,05:04,3,24,0,14,64, 5:02,,UT,1.0,,10-4406,Middle School,20,0,14,59, 4:51,,23,0,15,64, 5:04,
67,,187.0,Middle School,67.0,05:56,3,21,0,17,58, 5:52,,TX,4.0,,10-2227,Middle School,22,0,12,62, 5:56,,25,0,13,67, 5:53,
68,M,186.0,Middle School,68.0,05:25,3,27,0,11,78, 5:25,M,TX,5.0,,10-1101,Middle School,20,0,14,64, 4:01,,16,0,22,44, 3:24,
69,,186.0,Middle School,69.0,05:51,3,22,0,16,59, 5:45,,FL,1.0,,10-3307,Middle School,20,0,14,59, 5:33,,25,0,13,68, 5:46,
70,,185.0,Middle School,70.0,05:42,3,24,0,14,64, 5:39,,TX,6.0,,10-1396,Middle School,20,0,14,63, 4:32,,21,0,17,58, 5:42,
71,,184.0,Middle School,71.0,05:54,3,21,0,17,59, 5:24,,CO,9.0,,10-0022,Middle School,24,0,10,69, 5:22,,21,0,17,56, 5:48,
72,,184.0,Middle School,72.0,05:40,3,13,0,25,32, 5:38,,CA,20.0,Test School 1,10-3905,Middle School,28,0,6,82, 5:40,,25,0,13,70, 5:23,
73,,184.0,Middle School,73.0,06:00,3,25,0,13,67, 5:54,,GA,2.0,Tax Collectors,10-4784,Middle School,14,0,20,47, 6:00,,26,0,12,70, 5:59,
74,,183.0,Middle School,74.0,05:45,3,22,0,16,64, 5:40,,VA,11.0,,10-5489,Middle School,19,0,15,57, 2:16,,22,0,16,62, 5:44,
75,,183.0,Middle School,75.0,05:57,3,22,0,16,60, 5:54,,HI,3.0,,10-1808,Middle School,22,0,12,65, 5:37,,22,0,16,58, 5:51,
76,,182.0,Middle School,76.0,05:38,3,21,0,17,57, 5:38,,CO,10.0,,10-0987,Middle School,21,0,13,62, 5:37,,25,0,13,63, 5:37,
77,,181.0,Middle School,77.0,05:09,3,20,0,18,57, 5:08,,CO,11.0,,10-1163,Middle School,18,0,16,55, 5:08,,26,0,12,69, 5:04,
78,,181.0,Middle School,78.0,05:47,3,23,0,15,62, 5:45,,TX,7.0,,10-3735,Middle School,20,0,14,60, 5:45,,22,0,16,59, 5:46,
79,,181.0,Middle School,79.0,05:57,3,22,0,16,62, 5:56,,HI,4.0,,10-4684,Middle School,21,0,13,61, 5:57,,22,0,16,58, 5:57,
80,,180.0,Middle School,80.0,05:56,3,22,0,16,58, 4:52,,TX,8.0,,10-0915,Middle School,20,0,14,56, 5:54,,25,0,13,66, 5:56,
81,,180.0,Middle School,81.0,05:59,3,19,0,19,50, 5:58,,VA,12.0,,10-3720,Middle School,20,0,14,62, 5:59,,25,0,13,68, 5:59,
82,,180.0,Middle School,82.0,05:58,3,20,0,18,55, 5:57,,VA,13.0,,10-0173,Middle School,21,0,13,58, 5:58,,25,0,13,67, 5:58,
83,,179.0,Middle School,83.0,04:05,3,21,0,17,55, 4:04,,CO,12.0,,10-2312,Middle School,20,0,14,59, 4:05,,24,0,14,65, 4:04,
84,,179.0,Middle School,84.0,05:47,3,20,0,18,55, 5:46,,CA,21.0,,10-3904,Middle School,22,0,12,58, 5:46,,23,0,15,66, 5:46,
85,,178.0,Middle School,85.0,05:52,3,22,0,16,59, 5:44,,OH,3.0,,10-0947,Middle School,18,0,16,51, 5:47,,25,0,13,68, 5:45,
86,,177.0,Middle School,86.0,05:39,3,21,0,17,57, 5:38,,CA,22.0,,10-0800,Middle School,20,0,14,56, 5:34,,23,0,15,64, 5:39,
87,,177.0,Middle School,87.0,05:12,3,25,0,13,66, 5:06,,CAN,2.0,,10-0138,Middle School,15,0,19,38, 5:11,,27,0,11,73, 5:09,
88,,177.0,Middle School,88.0,05:48,3,19,0,19,55, 5:46,,VA,14.0,,10-0174,Middle School,20,0,14,61, 5:45,,24,0,14,61, 5:48,
89,,177.0,Middle School,89.0,05:57,3,20,0,18,54, 5:54,,CA,23.0,,10-0639,Middle School,17,0,17,53, 5:51,,25,0,13,70, 5:56,
90,,177.0,Middle School,90.0,05:50,3,23,0,15,63, 5:48,,CO,13.0,,10-3480,Middle School,16,0,18,46, 5:40,,25,0,13,68, 5:49,
91,,177.0,Middle School,91.0,05:45,3,18,0,20,50, 5:44,,VA,15.0,,10-5427,Middle School,21,0,13,62, 5:43,,24,0,14,65, 5:45,
92,,176.0,Middle School,92.0,05:50,3,21,0,17,60, 5:50,,TX,9.0,,10-1205,Middle School,19,0,15,59, 5:49,,21,0,17,57, 5:49,
93,T,176.0,Middle School,93.0,06:34,3,22,1,16,56, 5:53,,NV,2.0,,10-3021,Middle School,18,0,16,46, 6:28,T,27,0,11,74, 5:55,
94,,175.0,Middle School,94.0,05:44,3,25,0,13,65, 5:43,,TX,10.0,,10-2645,Middle School,14,0,20,39, 5:44,,26,0,12,71, 5:42,
95,,175.0,Middle School,95.0,05:55,3,24,0,14,65, 5:54,,CO,14.0,,10-3983,Middle School,21,0,13,60, 5:52,,23,0,15,50, 5:55,
96,,175.0,Middle School,96.0,05:59,3,19,0,19,54, 1:14,,VA,16.0,,10-4826,Middle School,16,0,18,50, 1:31,,26,0,12,71, 3:07,
97,,174.0,Middle School,97.0,05:36,3,24,1,14,61, 5:36,,CA,24.0,,10-0384,Middle School,17,0,17,46, 5:10,,25,0,13,67, 5:36,
98,,174.0,Middle School,98.0,05:51,3,19,1,19,50, 5:51,,NM,1.0,,10-3582,Middle School,20,0,14,54, 5:14,,26,0,12,70, 5:33,
99,,174.0,Middle School,99.0,05:46,3,19,0,19,49, 5:44,,VA,17.0,,10-5233,Middle School,22,0,12,64, 5:46,,22,0,16,61, 5:42,
100,,174.0,Middle School,100.0,05:58,3,22,0,16,62, 5:56,,AZ,2.0,,10-4865,Middle School,16,0,18,48, 5:55,,24,0,14,64, 5:55,
101,,173.0,Middle School,101.0,04:24,3,19,0,19,55, 4:19,,NJ,1.0,,10-0654,Middle School,20,0,14,58, 4:17,,22,0,16,60, 4:23,
102,T,173.0,Middle School,102.0,06:04,3,20,0,18,53, 6:01,T,GA,3.0,Users Unknown,10-4785,Middle School,20,0,14,58, 6:04,T,24,0,14,62, 6:00,
103,,172.0,Middle School,103.0,05:58,3,20,0,18,54, 5:51,,VA,18.0,,10-5394,Middle School,20,0,14,64, 5:58,,20,0,18,54, 4:32,
104,,172.0,Middle School,104.0,05:49,3,24,0,14,64, 5:49,,IL,1.0,,10-3180,Middle School,14,0,20,38, 5:17,,25,0,13,70, 5:45,
105,,172.0,Middle School,105.0,06:00,3,21,0,17,57, 5:59,,DEU,1.0,,10-5496,Middle School,23,0,11,68, 5:41,,18,0,20,47, 5:58,
106,,171.0,Middle School,106.0,03:41,3,20,1,18,50, 3:35,,TX,11.0,,10-1663,Middle School,25,0,9,73, 3:38,,21,1,17,48, 3:37,
107,,171.0,Middle School,107.0,04:42,3,20,0,18,57, 4:42,,AL,4.0,,10-0255,Middle School,20,0,14,54, 2:55,,22,0,16,60, 4:00,
108,,171.0,Middle School,108.0,05:53,3,21,0,17,56, 5:53,,NV,3.0,,10-2451,Middle School,17,0,17,51, 5:52,,26,0,12,64, 5:52,
109,,171.0,Middle School,109.0,05:53,3,21,1,17,49, 5:53,,AL,5.0,,10-2000,Middle School,24,0,10,69, 5:42,,20,0,18,53, 5:53,
110,,171.0,Middle School,110.0,05:46,3,19,0,19,51, 5:29,,CO,15.0,,10-1164,Middle School,23,0,11,64, 5:45,,20,0,18,56, 5:46,
111,,171.0,Middle School,111.0,05:53,3,19,0,19,55, 5:51,,TX,12.0,,10-2095,Middle School,16,0,18,44, 5:43,,26,0,12,72, 5:51,
112,,169.0,Middle School,112.0,05:51,3,19,0,19,56, 5:50,,CA,25.0,,10-1990,Middle School,19,0,15,56, 5:50,,23,0,15,57, 5:49,
113,,168.0,Middle School,113.0,05:40,3,20,0,18,53, 5:38,,TX,13.0,,10-0365,Middle School,18,0,16,47, 5:40,,26,0,12,68, 5:39,
114,,168.0,Middle School,114.0,05:58,3,22,0,16,60, 5:58,,NJ,2.0,,10-4009,Middle School,18,0,16,52, 5:49,,21,0,17,56, 5:43,
115,,167.0,Middle School,115.0,05:50,3,24,0,14,63, 5:41,,CA,26.0,,10-3903,Middle School,16,0,18,44, 5:48,,23,0,15,60, 5:45,
116,,167.0,Middle School,116.0,05:47,3,24,0,14,65, 5:46,,RI,1.0,,10-3534,Middle School,11,0,23,36, 5:42,,23,0,15,66, 5:11,
117,,167.0,Middle School,117.0,05:49,3,20,1,18,53, 5:30,,CA,27.0,,10-2160,Middle School,13,0,21,45, 5:30,,26,0,12,69, 5:48,
118,T,167.0,Middle School,118.0,06:02,3,22,0,16,57, 6:02,T,SD,1.0,,10-0834,Middle School,16,0,18,52, 5:58,,21,0,17,58, 5:50,
119,,166.0,Middle School,119.0,05:31,3,17,0,21,49, 5:30,,CA,28.0,,10-0387,Middle School,22,0,12,65, 5:11,,19,0,19,52, 5:28,
120,,166.0,Middle School,120.0,05:47,3,21,0,17,57, 5:37,,AL,6.0,,10-3200,Middle School,15,0,19,51, 5:37,,21,0,17,58, 5:45,
121,,166.0,Middle School,121.0,05:49,3,20,0,18,50, 5:47,,VA,19.0,,10-0175,Middle School,23,0,11,65, 5:47,,21,0,17,51, 5:49,
122,,166.0,Middle School,122.0,05:55,3,18,0,20,50, 5:22,,CA,29.0,,10-5062,Middle School,21,0,13,60, 5:54,,21,0,17,56, 5:48,
123,,166.0,Middle School,123.0,05:46,3,23,0,15,49, 5:39,,CO,16.0,,10-2809,Middle School,13,0,21,38, 5:46,,30,0,8,79, 5:42,
124,,165.0,Middle School,124.0,05:59,3,17,0,21,49, 5:59,,CA,30.0,,10-0640,Middle School,22,0,12,66, 5:57,,20,0,18,50, 5:56,
125,,164.0,Middle School,125.0,03:42,3,19,0,19,51, 3:32,,VA,20.0,,10-3998,Middle School,17,0,17,46, 3:39,,25,0,13,67, 3:25,
126,,164.0,Middle School,126.0,05:49,3,24,0,14,66, 2:56,,HI,5.0,,10-4429,Middle School,14,0,20,38, 5:48,,23,0,15,60, 3:06,
127,,163.0,Middle School,127.0,05:35,3,20,0,18,54, 5:31,,VA,21.0,,10-5440,Middle School,17,0,17,55, 5:29,,19,0,19,54, 5:26,
128,,163.0,Middle School,128.0,05:48,3,15,0,23,45, 5:31,,RI,2.0,,10-5590,Middle School,23,0,11,64, 5:33,,18,0,20,54, 5:42,
129,,162.0,Middle School,129.0,05:53,3,19,0,19,51, 5:52,,MN,1.0,,10-1773,Middle School,25,0,9,71, 5:53,,17,0,21,40, 5:51,
130,,162.0,Middle School,130.0,05:24,3,21,0,17,60, 5:23,,OK,1.0,,10-0106,Middle School,16,0,18,46, 5:24,,21,0,17,56, 5:23,
131,,162.0,Middle School,131.0,05:57,3,21,0,17,57, 5:56,,VA,22.0,,10-0176,Middle School,19,0,15,55, 5:57,,18,0,20,50, 5:56,
