,*Warn,CurrentScore,Division,OverallPlace,PlayTime,ScoredImages,Server2008_state_gsms-Found,Server2008_state_gsms-Penalties,Server2008_state_gsms-Remaining,Server2008_state_gsms-Score,Server2008_state_gsms-Time,Server2008_state_gsms-Warn,State,StatePlace,TeamName,TeamNumber,Tier,Ubuntu14_state_sms-Found,Ubuntu14_state_sms-Penalties,Ubuntu14_state_sms-Remaining,Ubuntu14_state_sms-Score,Ubuntu14_state_sms-Time,Ubuntu14_state_sms-Warn,Windows10_state_sms-Found,Windows10_state_sms-Penalties,Windows10_state_sms-Remaining,Windows10_state_sms-Score,Windows10_state_sms-Time,Windows10_state_sms-Warn
132,,160.0,Middle School,132.0,05:52,3,19,0,19,51, 5:51,,TX,14.0,,10-3811,Middle School,21,0,13,58, 5:51,,19,0,19,51, 5:51,
133,,159.0,Middle School,133.0,05:54,3,23,0,15,63, 5:51,,TX,15.0,,10-2793,Middle School,12,0,22,32, 5:51,,25,0,13,64, 5:54,
134,,159.0,Middle School,134.0,05:51,3,25,0,13,66, 5:50,,LA,1.0,,10-0430,Middle School,9,0,25,23, 5:04,,26,0,12,70, 5:51,
135,,159.0,Middle School,135.0,06:00,3,18,0,20,45, 5:57,,CA,31.0,,10-0798,Middle School,18,0,16,53, 5:26,,21,0,17,61, 6:00,
136,,159.0,Middle School,136.0,05:52,3,16,0,22,43, 5:49,,CA,32.0,,10-0355,Middle School,16,0,18,52, 5:52,,24,0,14,64, 5:44,
137,,158.0,Middle School,137.0,05:47,3,20,0,18,57, 5:46,,NV,4.0,,10-0722,Middle School,18,0,16,54, 5:46,,21,0,17,47, 5:43,
138,,158.0,Middle School,138.0,05:47,3,20,0,18,55, 5:13,,CA,33.0,,10-2464,Middle School,18,0,16,50, 5:38,,23,0,15,53, 5:09,
139,,157.0,Middle School,139.0,05:04,3,15,0,23,41, 3:53,,NC,1.0,,10-0293,Middle School,16,0,18,49, 5:02,,24,0,14,67, 5:02,
140,,157.0,Middle School,140.0,05:36,3,16,0,22,47, 5:34,,WA,3.0,,10-5078,Middle School,19,0,15,58, 5:35,,16,0,22,52, 5:36,
141,,157.0,Middle School,141.0,05:39,3,22,0,16,62, 5:39,,CA,34.0,,10-4581,Middle School,11,0,23,28, 5:36,,27,0,11,67, 5:33,
142,,157.0,Middle School,142.0,05:46,3,20,0,18,53, 5:46,,CA,35.0,,10-1020,Middle School,15,0,19,38, 5:43,,24,0,14,66, 5:40,
143,,156.0,Middle School,143.0,05:52,3,19,0,19,44, 5:44,,CO,17.0,,10-0414,Middle School,19,0,15,51, 5:51,,22,0,16,61, 5:52,
144,,156.0,Middle School,144.0,05:54,3,18,0,20,51, 5:54,,GA,4.0,GBM,10-3464,Middle School,13,0,21,36, 5:47,,26,0,12,69, 5:52,
145,,155.0,Middle School,145.0,05:50,3,19,0,19,53, 5:48,,GA,5.0,,10-4758,Middle School,16,0,18,44, 5:49,,22,0,16,58, 5:50,
146,,155.0,Middle School,146.0,06:00,3,14,0,24,42, 5:59,,AL,7.0,,10-0532,Middle School,19,0,15,55, 5:54,,22,0,16,58, 6:00,
147,,153.0,Middle School,147.0,05:09,3,18,0,20,41, 5:04,,FL,2.0,,10-2067,Middle School,17,0,17,50, 5:04,,24,0,14,62, 5:07,
148,,153.0,Middle School,148.0,05:57,3,17,0,21,45, 5:52,,FL,3.0,,10-0483,Middle School,19,0,15,52, 5:57,,21,0,17,56, 5:43,
149,,152.0,Middle School,149.0,05:09,3,20,0,18,58, 4:59,,RI,3.0,,10-3931,Middle School,11,0,23,31, 5:04,,23,0,15,63, 5:08,
150,,152.0,Middle School,150.0,05:47,3,19,0,19,51, 5:46,,VA,23.0,,10-5424,Middle School,15,0,19,46, 5:47,,20,0,18,55, 5:47,
151,T,152.0,Middle School,151.0,06:04,3,19,1,19,39, 5:41,,RI,4.0,,10-3565,Middle School,14,0,20,44, 5:33,,27,0,11,69, 5:55,
152,,151.0,Middle School,152.0,05:50,3,20,0,18,54, 5:45,,CO,18.0,,10-1103,Middle School,18,0,16,53, 5:13,,20,0,18,44, 5:36,
153,,151.0,Middle School,153.0,05:59,3,16,1,22,40, 5:58,,MO,6.0,,10-0524,Middle School,22,0,12,64, 5:50,,20,0,18,47, 5:59,
154,,151.0,Middle School,154.0,05:51,3,29,1,9,70, 5:51,,TX,16.0,,10-2649,Middle School,7,0,27,23, 5:45,,21,1,17,58, 5:50,
155,,151.0,Middle School,155.0,05:37,3,18,0,20,52, 4:13,,CA,36.0,,10-4259,Middle School,18,0,16,50, 5:35,,18,0,20,49, 5:37,
156,T,151.0,Middle School,156.0,06:02,3,14,2,24,25, 6:00,,NV,5.0,,10-2084,Middle School,20,0,14,59, 5:44,,27,0,11,67, 6:02,T
157,T,151.0,Middle School,157.0,06:20,3,25,0,13,63, 5:53,,AL,8.0,,10-2139,Middle School,13,0,21,40, 5:57,,16,0,22,48, 6:20,T
158,,150.0,Middle School,158.0,05:52,3,21,0,17,57, 5:51,,TX,17.0,,10-2791,Middle School,10,0,24,30, 5:52,,24,0,14,63, 5:52,
159,,149.0,Middle School,159.0,05:56,3,12,0,26,33, 5:55,,CA,37.0,,10-4596,Middle School,17,0,17,51, 5:42,,24,0,14,65, 5:51,
160,,149.0,Middle School,160.0,05:53,3,18,0,20,49, 5:53,,NV,6.0,,10-0723,Middle School,16,0,18,43, 5:49,,21,0,17,57, 5:52,
161,,148.0,Middle School,161.0,05:45,3,19,1,19,47, 5:39,,LA,2.0,,10-3368,Middle School,17,0,17,47, 5:41,,20,0,18,54, 5:39,
162,,148.0,Middle School,162.0,05:56,3,17,0,21,47, 5:53,,CA,38.0,,10-2544,Middle School,12,0,22,35, 5:52,,25,0,13,66, 5:56,
163,,147.0,Middle School,163.0,05:54,3,20,0,18,53, 5:12,,CA,39.0,,10-4973,Middle School,11,0,23,32, 5:52,,22,0,16,62, 5:50,
164,,146.0,Middle School,164.0,05:24,3,19,0,19,53, 5:18,,CO,19.0,,10-1799,Middle School,16,0,18,46, 5:20,,19,0,19,47, 5:22,
165,,146.0,Middle School,165.0,05:53,3,16,1,22,45, 5:07,,VA,24.0,,10-4746,Middle School,15,0,19,46, 5:52,,19,0,19,55, 5:41,
166,,146.0,Middle School,166.0,05:45,3,16,0,22,47, 5:27,,PA,1.0,,10-1857,Middle School,13,0,21,42, 5:34,,21,0,17,57, 5:07,
167,,146.0,Middle School,167.0,05:53,3,16,0,22,47, 1:17,,CT,1.0,,10-1368,Middle School,14,0,20,38, 1:46,,23,0,15,61, 2:25,
168,,146.0,Middle School,168.0,05:57,3,15,0,23,47, 5:57,,FL,4.0,,10-2152,Middle School,18,0,16,56, 5:57,,16,0,22,43, 5:57,
169,,145.0,Middle School,169.0,04:58,3,16,0,22,48, 4:57,,CO,20.0,,10-1165,Middle School,16,0,18,42, 4:57,,23,0,15,55, 4:44,
170,,144.0,Middle School,170.0,05:42,3,19,0,19,53, 5:36,,CA,40.0,,10-1450,Middle School,13,1,21,31, 4:34,,22,0,16,60, 5:30,
171,,144.0,Middle School,171.0,05:29,3,23,0,15,57, 4:53,,CA,41.0,,10-4568,Middle School,13,0,21,32, 5:27,,23,0,15,55, 5:29,
172,,144.0,Middle School,172.0,05:55,3,14,0,24,38, 5:55,,HI,6.0,,10-4430,Middle School,24,0,10,67, 5:48,,16,0,22,39, 5:42,
173,,144.0,Middle School,173.0,05:39,3,24,0,14,57, 5:36,,CA,42.0,,10-2466,Middle School,12,0,22,34, 5:39,,22,0,16,53, 5:37,
174,,144.0,Middle School,174.0,05:56,3,17,0,21,49, 5:55,,AZ,3.0,,10-2159,Middle School,13,0,21,45, 5:56,,19,0,19,50, 5:56,
175,,141.0,Middle School,175.0,04:47,3,20,0,18,56, 4:13,,MI,1.0,,10-4388,Middle School,17,0,17,50, 4:23,,12,0,26,35, 4:41,
176,,141.0,Middle School,176.0,06:00,3,14,1,24,27, 5:59,,VA,25.0,,10-3650,Middle School,19,0,15,54, 5:57,,23,0,15,60, 5:57,
177,,140.0,Middle School,177.0,04:52,3,18,0,20,45, 4:52,,GA,6.0,HMS,10-3421,Middle School,13,0,21,32, 4:52,,24,0,14,63, 4:52,
178,T,140.0,Middle School,178.0,06:06,3,13,0,25,27, 5:59,,CA,43.0,,10-0386,Middle School,20,0,14,57, 5:59,,22,0,16,56, 5:55,
179,,140.0,Middle School,179.0,05:48,3,14,0,24,45, 5:41,,CO,21.0,,10-1797,Middle School,14,0,20,38, 5:48,,22,0,16,57, 5:40,
180,T,140.0,Middle School,180.0,06:03,3,23,0,15,61, 6:03,T,TX,18.0,,10-2635,Middle School,14,0,20,40, 5:57,,16,0,22,39, 6:03,T
181,,139.0,Middle School,181.0,05:55,3,17,0,21,33, 5:49,,AZ,4.0,,10-2062,Middle School,20,0,14,53, 5:55,,23,0,15,53, 5:49,
182,,139.0,Middle School,182.0,05:54,3,17,0,21,50, 5:26,,CAN,3.0,,10-5269,Middle School,14,0,20,34, 4:20,,22,0,16,55, 5:54,
183,,139.0,Middle School,183.0,06:00,3,17,0,21,48, 6:00,,TX,19.0,,10-2637,Middle School,14,0,20,37, 5:47,,23,0,15,54, 5:43,
184,,138.0,Middle School,184.0,05:56,3,20,0,18,47, 5:46,,MO,7.0,,10-0489,Middle School,7,0,27,25, 5:48,,24,0,14,66, 5:56,
185,,137.0,Middle School,185.0,05:53,3,18,1,20,46, 5:46,,CA,44.0,,10-2023,Middle School,13,0,21,38, 5:53,,22,0,16,53, 5:43,
186,,137.0,Middle School,186.0,05:49,3,12,0,26,24, 5:48,,CA,45.0,,10-5048,Middle School,24,0,10,72, 5:49,,18,0,20,41, 5:48,
187,,137.0,Middle School,187.0,05:58,3,16,0,22,45, 1:16,,VA,26.0,,10-4524,Middle School,15,0,19,44, 2:20,,17,0,21,48, 2:16,
188,,136.0,Middle School,188.0,05:45,3,14,0,24,43, 4:38,,CO,22.0,,10-0018,Middle School,12,0,22,37, 5:38,,20,0,18,56, 1:00,
189,,136.0,Middle School,189.0,05:54,3,18,0,20,44, 5:52,,RI,5.0,,10-0325,Middle School,11,0,23,29, 2:08,,24,0,14,63, 5:53,
190,,136.0,Middle School,190.0,05:58,3,17,0,21,49, 5:57,,HI,7.0,,10-2347,Middle School,15,0,19,39, 5:58,,17,0,21,48, 5:53,
191,,135.0,Middle School,191.0,03:36,3,18,0,20,52, 3:36,,LA,3.0,,10-2539,Middle School,19,0,15,57, 3:29,,13,0,25,26, 3:30,
192,,135.0,Middle School,192.0,05:08,3,22,0,16,51, 5:04,,CA,46.0,,10-2462,Middle School,8,0,26,22, 5:02,,24,0,14,62, 5:08,
193,,135.0,Middle School,193.0,04:38,3,19,0,19,56, 4:38,,NJ,3.0,,10-0662,Middle School,11,0,23,30, 4:18,,17,0,21,49, 4:17,
194,,135.0,Middle School,194.0,05:37,3,16,0,22,46, 5:30,,CA,47.0,,10-3160,Middle School,11,0,23,26, 5:37,,27,0,11,63, 5:31,
195,,135.0,Middle School,195.0,05:25,3,18,0,20,47, 5:00,,GA,7.0,GBM,10-4398,Middle School,16,0,18,42, 4:42,,19,0,19,46, 5:22,
196,,135.0,Middle School,196.0,05:15,3,25,0,13,65, 5:12,,CA,48.0,,10-2465,Middle School,11,0,23,29, 5:12,,18,0,20,41, 5:05,
197,,135.0,Middle School,197.0,05:50,3,17,0,21,46, 5:49,,SC,1.0,,10-1025,Middle School,17,0,17,49, 5:46,,16,0,22,40, 5:42,
198,,134.0,Middle School,198.0,05:54,3,20,0,18,46, 5:52,,UT,2.0,,10-5492,Middle School,11,0,23,27, 5:53,,25,0,13,61, 5:54,
199,,134.0,Middle School,199.0,05:04,3,15,0,23,38, 4:45,,TX,20.0,,10-2058,Middle School,17,0,17,47, 2:03,,19,0,19,49, 3:22,
200,,134.0,Middle School,200.0,05:53,3,15,0,23,46, 5:50,,NC,2.0,,10-3517,Middle School,14,0,20,48, 5:53,,15,0,23,40, 5:46,
201,,133.0,Middle School,201.0,05:43,3,22,0,16,58, 5:43,,CA,49.0,,10-0804,Middle School,15,0,19,41, 5:42,,15,0,23,34, 5:41,
202,,133.0,Middle School,202.0,05:57,3,19,0,19,50, 2:07,,KY,1.0,,10-1265,Middle School,12,0,22,37, 2:00,,20,0,18,46, 1:42,
203,T,132.0,Middle School,203.0,06:01,3,18,2,20,40, 6:01,T,GA,8.0,,10-0514,Middle School,12,1,22,35, 5:57,,20,0,18,57, 5:58,
204,,131.0,Middle School,204.0,04:55,3,17,0,21,42, 4:46,,CO,23.0,,10-2311,Middle School,15,0,19,41, 4:41,,21,0,17,48, 4:53,
205,,131.0,Middle School,205.0,05:22,3,15,0,23,44, 5:07,,LA,4.0,,10-2194,Middle School,15,0,19,40, 5:19,,17,0,21,47, 5:09,
206,,130.0,Middle School,206.0,05:49,3,21,0,17,58, 5:32,,CA,50.0,,10-1448,Middle School,10,0,24,23, 5:46,,18,0,20,49, 5:40,
207,,130.0,Middle School,207.0,05:07,3,21,0,17,56, 5:05,,UT,3.0,,10-4329,Middle School,12,0,22,29, 5:06,,16,1,22,45, 5:05,
208,,130.0,Middle School,208.0,05:34,3,17,0,21,47, 5:32,,TX,21.0,,10-3912,Middle School,16,0,18,42, 5:33,,17,0,21,41, 5:33,
209,,130.0,Middle School,209.0,05:54,3,16,0,22,39, 5:53,,LA,5.0,,10-2721,Middle School,13,0,21,37, 5:54,,21,0,17,54, 5:53,
210,,130.0,Middle School,210.0,05:49,3,14,0,24,28, 5:48,,CA,51.0,MySchool-2,10-3906,Middle School,16,0,18,42, 5:49,,21,0,17,60, 5:48,
211,,129.0,Middle School,211.0,05:23,3,17,0,21,38, 4:40,,GA,9.0,,10-4761,Middle School,21,0,13,61, 5:23,,16,0,22,30, 4:56,
212,,129.0,Middle School,212.0,05:54,3,18,0,20,49, 5:52,,CO,24.0,,10-1162,Middle School,12,0,22,32, 5:53,,19,0,19,48, 5:52,
213,,129.0,Middle School,213.0,05:53,3,16,0,22,45, 5:48,,SC,2.0,,10-5023,Middle School,13,0,21,34, 5:53,,18,0,20,50, 5:48,
214,,129.0,Middle School,214.0,05:50,3,18,0,20,42, 5:47,,CA,52.0,,10-1024,Middle School,13,0,21,38, 5:50,,24,1,14,49, 5:47,
215,,129.0,Middle School,215.0,05:49,3,15,1,23,40, 5:44,,CA,53.0,,10-0352,Middle School,17,1,17,45, 5:49,,17,0,21,44, 5:40,
216,,129.0,Middle School,216.0,05:57,3,16,1,22,41, 5:50,,GA,10.0,LMS,10-4600,Middle School,13,1,21,35, 5:26,,18,0,20,53, 5:56,
217,,128.0,Middle School,217.0,05:55,3,13,0,25,42, 3:07,,AR,1.0,,10-4341,Middle School,11,0,23,32, 2:07,,19,0,19,54, 4:43,
218,,127.0,Middle School,218.0,04:17,3,12,0,26,36, 4:16,,IL,2.0,,10-1954,Middle School,16,0,18,46, 4:09,,18,0,20,45, 4:15,
219,T,127.0,Middle School,219.0,06:01,3,17,0,21,51, 6:01,T,GA,11.0,LMS,10-4602,Middle School,11,0,23,31, 5:59,,18,0,20,45, 5:47,
220,,127.0,Middle School,220.0,05:50,3,15,0,23,47, 5:43,,AR,2.0,,10-2939,Middle School,13,0,21,34, 4:31,,17,0,21,46, 4:00,
221,,126.0,Middle School,221.0,05:11,3,7,0,31,29, 5:01,,MD,3.0,,10-5212,Middle School,13,0,21,33, 5:01,,24,0,14,64, 4:37,
222,,126.0,Middle School,222.0,05:33,3,13,0,25,33, 1:20,,IL,3.0,,10-4818,Middle School,16,0,18,47, 2:03,,16,0,22,46, 2:04,
223,T,126.0,Middle School,223.0,06:05,3,13,0,25,30, 6:04,T,MO,8.0,,10-0525,Middle School,15,0,19,42, 6:05,T,20,0,18,54, 5:56,
224,,126.0,Middle School,224.0,05:56,3,13,0,25,43, 5:55,,VA,27.0,,10-0710,Middle School,11,0,23,36, 5:56,,17,0,21,47, 5:54,
225,,126.0,Middle School,225.0,05:57,3,12,2,26,20, 3:14,,MI,2.0,,10-4732,Middle School,11,0,23,29, 2:40,,28,0,10,77, 5:54,
226,,125.0,Middle School,226.0,05:25,3,16,0,22,31, 5:25,,CA,54.0,,10-1559,Middle School,19,0,15,55, 5:22,,18,0,20,39, 5:19,
227,,125.0,Middle School,227.0,05:50,3,16,1,22,43, 5:26,,NC,3.0,,10-3516,Middle School,13,0,21,45, 5:48,,15,0,23,37, 5:46,
228,,124.0,Middle School,228.0,05:53,3,18,0,20,44, 5:47,,CA,55.0,,10-3924,Middle School,14,0,20,37, 5:43,,15,0,23,43, 5:45,
229,,123.0,Middle School,229.0,05:24,3,14,0,24,41, 5:24,,TX,22.0,,10-3262,Middle School,12,0,22,31, 5:22,,18,0,20,51, 5:23,
230,,123.0,Middle School,230.0,05:01,3,16,1,22,42, 5:01,,GA,12.0,GTM,10-2996,Middle School,11,0,23,33, 4:59,,18,0,20,48, 4:59,
231,,123.0,Middle School,231.0,05:15,3,15,0,23,42, 5:08,,KS,3.0,,10-0168,Middle School,14,0,20,38, 5:11,,17,0,21,43, 5:15,
232,T,123.0,Middle School,232.0,06:01,3,13,0,25,28, 5:52,,NJ,4.0,,10-3921,Middle School,16,0,18,41, 5:57,,22,0,16,54, 5:53,
233,,123.0,Middle School,233.0,05:52,3,15,0,23,39, 5:50,,UT,4.0,,10-5486,Middle School,11,0,23,28, 5:52,,22,0,16,56, 5:51,
234,,122.0,Middle School,234.0,05:50,3,17,0,21,51, 5:49,,OH,4.0,,10-3647,Middle School,11,0,23,32, 5:44,,14,0,24,39, 5:43,
235,,122.0,Middle School,235.0,05:59,3,13,0,25,23, 5:54,,HI,8.0,,10-4969,Middle School,19,0,15,55, 5:54,,20,0,18,44, 5:56,
236,,121.0,Middle School,236.0,05:51,3,14,0,24,35, 5:45,,KS,4.0,,10-1994,Middle School,12,0,22,35, 5:50,,18,0,20,51, 5:48,
237,,121.0,Middle School,237.0,05:57,3,15,0,23,42, 5:53,,TX,23.0,,10-3449,Middle School,13,0,21,36, 5:50,,18,0,20,43, 5:49,
238,,121.0,Middle School,238.0,05:42,3,15,0,23,43, 5:40,,SC,3.0,,10-0466,Middle School,15,0,19,37, 5:42,,14,0,24,41, 5:40,
239,,120.0,Middle School,239.0,05:32,3,6,0,32,24, 5:28,,MD,4.0,,10-5210,Middle School,14,0,20,45, 5:32,,18,0,20,51, 5:28,
240,,120.0,Middle School,240.0,05:07,3,13,0,25,39, 4:09,,PA,2.0,,10-0901,Middle School,14,0,20,36, 4:40,,16,0,22,45, 5:07,
241,,120.0,Middle School,241.0,05:57,3,15,0,23,40, 5:56,,TX,24.0,,10-2633,Middle School,7,0,27,19, 5:31,,24,0,14,61, 5:43,
242,,120.0,Middle School,242.0,05:58,3,17,1,21,46, 5:12,,NV,7.0,,10-3022,Middle School,9,0,25,29, 4:53,,19,0,19,45, 5:58,
243,,119.0,Middle School,243.0,05:01,3,24,1,14,60, 5:01,,RI,6.0,,10-3937,Middle School,7,1,27,14, 4:47,,17,0,21,45, 4:57,
244,,119.0,Middle School,244.0,05:13,3,13,0,25,38, 5:13,,AL,9.0,,10-0262,Middle School,12,0,22,38, 5:10,,13,0,25,43, 5:11,
245,,118.0,Middle School,245.0,04:29,3,12,0,26,36, 4:23,,AL,10.0,,10-0251,Middle School,15,0,19,45, 4:29,,13,0,25,37, 4:29,
246,,118.0,Middle School,246.0,05:08,3,11,1,27,18, 4:59,,CO,25.0,,10-2628,Middle School,17,0,17,48, 5:08,,19,0,19,52, 5:04,
247,,118.0,Middle School,247.0,05:35,3,18,0,20,48, 5:34,,TX,25.0,,10-3900,Middle School,11,1,23,24, 5:34,,18,0,20,46, 5:34,
248,,118.0,Middle School,248.0,05:53,3,17,0,21,35, 5:50,,MO,9.0,,10-1536,Middle School,8,0,26,29, 5:53,,19,0,19,54, 5:25,
249,,118.0,Middle School,249.0,05:45,3,18,0,20,51, 5:44,,IN,1.0,,10-0134,Middle School,9,0,25,23, 4:20,,16,0,22,44, 5:45,
250,,116.0,Middle School,250.0,04:24,3,12,0,26,27, 4:18,,CO,26.0,,10-2313,Middle School,14,1,20,36, 4:02,,20,0,18,53, 4:23,
251,,116.0,Middle School,251.0,05:29,3,15,0,23,37, 5:27,,CA,56.0,,10-2053,Middle School,12,0,22,27, 5:17,,19,0,19,52, 5:26,
252,,115.0,Middle School,252.0,05:09,3,16,0,22,48, 5:05,,HI,9.0,,10-4682,Middle School,7,1,27,16, 5:07,,16,0,22,51, 5:03,
253,,114.0,Middle School,253.0,03:46,3,13,0,25,28, 3:38,,LA,6.0,,10-2540,Middle School,15,0,19,39, 3:35,,20,0,18,47, 3:16,
254,,113.0,Middle School,254.0,05:44,3,6,0,32,10, 4:40,,CO,27.0,,10-1848,Middle School,15,0,19,47, 5:42,,23,0,15,56, 4:24,
255,,113.0,Middle School,255.0,05:49,3,11,0,27,29, 5:43,,CA,57.0,,10-5302,Middle School,13,0,21,34, 5:42,,18,0,20,50, 5:30,
256,T,113.0,Middle School,256.0,06:01,3,12,0,26,37, 6:00,,CA,58.0,,10-3747,Middle School,12,1,22,32, 5:31,,16,0,22,44, 5:34,
257,T,113.0,Middle School,257.0,06:06,3,15,0,23,30, 5:53,,AL,11.0,,10-0530,Middle School,14,0,20,40, 6:03,T,18,0,20,43, 5:56,
258,M,112.0,Middle School,258.0,05:54,3,12,0,26,29, 5:53,,CA,59.0,,10-1560,Middle School,12,0,22,33, 5:54,,19,0,19,50, 5:42,M
259,,112.0,Middle School,259.0,05:56,2,18,2,20,42, 5:37,,MI,3.0,,10-1816,Middle School,,,,,,,26,0,12,70, 5:43,
260,T,112.0,Middle School,260.0,262:33,3,21,0,17,56, 4:29,,MD,5.0,,10-3371,Middle School,4,0,30,9, 4:30,,18,0,20,47,262:33,T
261,,111.0,Middle School,261.0,04:37,3,16,0,22,46, 1:24,,RI,7.0,,10-5370,Middle School,12,0,22,31, 2:13,,16,0,22,34, 0:52,
262,,111.0,Middle School,262.0,05:59,3,15,0,23,45, 5:57,,AL,12.0,,10-0531,Middle School,11,0,23,28, 5:58,,17,0,21,38, 5:54,
263,,111.0,Middle School,263.0,05:59,3,17,0,21,37, 5:59,,HI,10.0,,10-4962,Middle School,11,0,23,29, 5:56,,21,0,17,45, 5:58,
264,,110.0,Middle School,264.0,05:57,3,13,0,25,32, 5:56,,FL,5.0,,10-0484,Middle School,15,0,19,43, 5:54,,16,0,22,35, 5:57,
265,,110.0,Middle School,265.0,05:40,3,11,0,27,24, 5:34,,TX,26.0,,10-3970,Middle School,15,1,19,42, 5:27,,19,0,19,44, 5:40,
