,*Warn,CurrentScore,Division,OverallPlace,PlayTime,ScoredImages,Server2008_state_gsms-Found,Server2008_state_gsms-Penalties,Server2008_state_gsms-Remaining,Server2008_state_gsms-Score,Server2008_state_gsms-Time,Server2008_state_gsms-Warn,State,StatePlace,TeamName,TeamNumber,Tier,Ubuntu14_state_sms-Found,Ubuntu14_state_sms-Penalties,Ubuntu14_state_sms-Remaining,Ubuntu14_state_sms-Score,Ubuntu14_state_sms-Time,Ubuntu14_state_sms-Warn,Windows10_state_sms-Found,Windows10_state_sms-Penalties,Windows10_state_sms-Remaining,Windows10_state_sms-Score,Windows10_state_sms-Time,Windows10_state_sms-Warn
401,,63.0,Middle School,401.0,05:48,2,,,,,,,CA,86.0,,10-2238,Middle School,20,0,14,55, 4:57,,4,0,34,8, 0:49,
402,,62.0,Middle School,402.0,03:34,3,7,0,31,14, 3:13,,TX,47.0,,10-1665,Middle School,10,0,24,27, 3:34,,9,1,29,21, 3:14,
403,,62.0,Middle School,403.0,05:11,3,15,0,23,28, 1:12,,IL,5.0,,10-3776,Middle School,6,1,28,9, 1:21,,12,0,26,25, 2:10,
404,,62.0,Middle School,404.0,05:45,3,10,0,28,31, 2:49,,AR,4.0,,10-1190,Middle School,7,0,27,15, 0:56,,10,0,28,16, 1:44,
405,,61.0,Middle School,405.0,05:41,3,6,2,32,2, 5:20,,CA,87.0,,10-5129,Middle School,13,0,21,31, 5:38,,16,2,22,28, 5:39,
406,,61.0,Middle School,406.0,05:24,3,5,0,33,8, 5:24,,CO,33.0,,10-2626,Middle School,12,0,22,36, 5:23,,8,0,30,17, 5:14,
407,,60.0,Middle School,407.0,04:57,3,15,0,23,37, 1:50,,RI,14.0,,10-5395,Middle School,0,0,34,0, 1:01,,12,0,26,23, 1:58,
408,T,59.0,Middle School,408.0,06:27,3,10,0,28,28, 5:26,,CA,88.0,,10-5318,Middle School,0,0,34,0, 0:15,,9,0,29,31, 5:47,
409,,59.0,Middle School,409.0,05:45,3,12,0,26,25, 5:45,,NE,1.0,,10-2111,Middle School,2,0,32,8, 5:44,,18,2,20,26, 5:44,
410,,58.0,Middle School,410.0,02:58,3,10,0,28,18, 2:57,,HI,18.0,,10-4679,Middle School,7,0,27,18, 2:58,,8,0,30,22, 2:57,
411,,58.0,Middle School,411.0,05:46,3,11,0,27,20, 5:45,,NJ,7.0,,10-4010,Middle School,7,0,27,17, 3:23,,9,0,29,21, 3:03,
412,,58.0,Middle School,412.0,06:00,3,7,0,31,23, 6:00,,CA,89.0,,10-4872,Middle School,0,0,34,0, 1:14,,8,0,30,35, 4:51,
413,,57.0,Middle School,413.0,03:36,3,9,0,29,20, 1:13,,VA,32.0,,10-4556,Middle School,10,0,24,22, 1:05,,12,2,26,15, 1:13,
414,,57.0,Middle School,414.0,05:34,3,4,0,34,8, 5:16,,IL,6.0,,10-5392,Middle School,11,1,23,23, 5:26,,14,0,24,26, 5:28,
415,T,55.0,Middle School,415.0,32:25,3,6,1,32,4, 3:28,,IL,7.0,,10-5321,Middle School,4,0,30,11, 3:24,,15,0,23,40,32:25,T
416,,55.0,Middle School,416.0,04:07,3,7,0,31,15, 0:39,,RI,15.0,,10-4766,Middle School,0,0,34,0, 0:05,,17,0,21,40, 3:08,
417,,55.0,Middle School,417.0,05:43,3,10,0,28,21, 5:40,,GA,19.0,,10-1502,Middle School,7,0,27,18, 5:43,,8,0,30,16, 5:38,
418,,54.0,Middle School,418.0,05:39,3,8,0,30,12, 5:36,,CA,90.0,,10-5127,Middle School,11,0,23,25, 5:39,,10,0,28,17, 5:36,
419,,54.0,Middle School,419.0,05:49,3,8,0,30,16, 5:39,,KS,7.0,,10-0170,Middle School,7,0,27,18, 5:42,,17,2,21,20, 5:49,
420,,53.0,Middle School,420.0,05:32,3,8,0,30,18, 5:30,,CA,91.0,,10-1451,Middle School,5,0,29,13, 5:32,,8,0,30,22, 5:32,
421,,53.0,Middle School,421.0,04:20,3,11,0,27,29, 2:15,,AL,20.0,,10-2016,Middle School,0,0,34,0, 0:15,,12,2,26,24, 1:39,
422,,53.0,Middle School,422.0,05:04,3,5,1,33,0, 5:02,,CAN,7.0,,10-0961,Middle School,8,0,26,23, 4:40,,10,0,28,30, 4:42,
423,,53.0,Middle School,423.0,05:26,3,8,0,30,11, 5:26,,AZ,10.0,,10-2315,Middle School,5,0,29,13, 5:26,,14,0,24,29, 5:26,
424,,53.0,Middle School,424.0,05:58,3,8,0,30,11, 4:10,,TX,48.0,,10-4127,Middle School,9,0,25,22, 5:52,,11,0,27,20, 5:57,
425,,52.0,Middle School,425.0,00:57,2,,,,,,,HI,19.0,,10-3704,Middle School,7,0,27,24, 0:57,,9,0,29,28, 0:49,
426,,52.0,Middle School,426.0,05:16,3,11,1,27,17, 2:08,,CA,92.0,,10-0268,Middle School,7,0,27,15, 1:36,,12,2,26,20, 5:16,
427,,52.0,Middle School,427.0,05:46,3,8,0,30,30, 5:45,,SC,15.0,,10-0468,Middle School,3,0,31,7, 5:45,,10,0,28,15, 5:45,
428,,52.0,Middle School,428.0,04:57,3,7,1,31,6, 4:15,,CT,4.0,,10-4760,Middle School,8,0,26,25, 4:41,,7,0,31,21, 4:57,
429,,51.0,Middle School,429.0,03:18,3,6,0,32,11, 3:16,,AP,1.0,,10-3274,Middle School,5,0,29,10, 2:11,,11,0,27,30, 3:14,
430,,51.0,Middle School,430.0,05:33,3,3,0,35,11, 5:28,,TX,49.0,,10-3266,Middle School,6,0,28,18, 5:33,,10,1,28,22, 5:32,
431,,50.0,Middle School,431.0,05:53,3,8,0,30,11, 3:57,,AL,21.0,,10-2379,Middle School,7,0,27,20, 5:53,,10,0,28,19, 5:43,
432,,50.0,Middle School,432.0,03:25,3,12,2,26,32, 3:25,,TX,50.0,,10-1667,Middle School,3,3,31,-9, 3:15,,12,0,26,27, 3:23,
433,,50.0,Middle School,433.0,04:55,3,10,0,28,24, 4:54,,RI,16.0,,10-3935,Middle School,6,2,28,5, 4:54,,10,0,28,21, 4:51,
434,,49.0,Middle School,434.0,04:17,2,13,1,25,35, 4:17,,TX,51.0,,10-3908,Middle School,6,0,28,14, 1:02,,,,,,,
435,,48.0,Middle School,435.0,05:03,1,,,,,,,NM,2.0,,10-2858,Middle School,,,,,,,17,0,21,48, 5:03,
436,,47.0,Middle School,436.0,04:02,1,,,,,,,TX,52.0,,10-1882,Middle School,,,,,,,20,1,18,47, 4:02,
437,,47.0,Middle School,437.0,04:53,3,11,0,27,21, 4:53,,RI,17.0,,10-5297,Middle School,5,0,29,11, 2:50,,8,0,30,15, 3:15,
438,,47.0,Middle School,438.0,04:28,3,4,0,34,4, 3:12,,AL,22.0,,10-0252,Middle School,2,0,32,4, 3:14,,14,0,24,39, 4:27,
439,,47.0,Middle School,439.0,04:50,3,9,0,29,15, 4:43,,CO,34.0,,10-1801,Middle School,4,0,30,9, 4:16,,14,0,24,23, 4:37,
440,,47.0,Middle School,440.0,05:22,3,10,0,28,14, 5:05,,CA,93.0,,10-4372,Middle School,4,0,30,10, 5:22,,13,0,25,23, 5:18,
441,,46.0,Middle School,441.0,02:07,3,8,0,30,12, 2:06,,IA,1.0,,10-2703,Middle School,7,0,27,15, 1:10,,11,0,27,19, 1:11,
442,,46.0,Middle School,442.0,05:40,3,9,0,29,12, 5:39,,AZ,11.0,,10-0889,Middle School,3,0,31,8, 5:40,,12,0,26,26, 5:40,
443,,45.0,Middle School,443.0,02:26,1,,,,,,,GA,20.0,CMS,10-4589,Middle School,,,,,,,15,0,23,45, 2:26,
444,,43.0,Middle School,444.0,04:44,3,9,0,29,19, 4:44,,IL,8.0,,10-5389,Middle School,6,1,28,9, 4:38,,7,0,31,15, 4:17,
445,,43.0,Middle School,445.0,05:38,3,3,0,35,3, 1:22,,FL,12.0,,10-2505,Middle School,13,0,21,30, 2:58,,7,0,31,10, 1:06,
446,,43.0,Middle School,446.0,05:17,3,9,0,29,25, 2:16,,CAN,8.0,,10-4160,Middle School,1,0,33,2, 0:25,,9,0,29,16, 2:55,
447,,42.0,Middle School,447.0,01:42,3,6,0,32,23, 0:24,,CO,35.0,,10-0905,Middle School,3,0,31,6, 0:11,,9,1,29,13, 0:46,
448,,42.0,Middle School,448.0,05:41,3,10,0,28,19, 5:40,,CA,94.0,,10-2854,Middle School,2,0,32,4, 5:41,,12,1,26,19, 5:05,
449,T,40.0,Middle School,449.0,07:00,3,8,1,30,7, 6:29,T,CA,95.0,,10-0806,Middle School,5,0,29,11, 6:59,T,10,0,28,22, 5:32,
450,,39.0,Middle School,450.0,05:51,3,8,0,30,11, 5:20,,CA,96.0,,10-3134,Middle School,5,0,29,10, 5:12,,10,0,28,18, 5:51,
451,,39.0,Middle School,451.0,05:49,3,8,0,30,12, 5:35,,CA,97.0,AnotherCASchool,10-2746,Middle School,0,0,34,0, 5:18,,9,0,29,27, 5:46,
452,,39.0,Middle School,452.0,04:08,3,6,0,32,10, 4:08,,RI,18.0,,10-5367,Middle School,6,0,28,12, 1:05,,8,0,30,17, 2:16,
453,,39.0,Middle School,453.0,04:51,3,10,0,28,17, 1:52,,RI,19.0,,10-5304,Middle School,0,0,34,0, 0:22,,12,0,26,22, 2:55,
454,,39.0,Middle School,454.0,05:00,3,6,0,32,10, 4:51,,RI,20.0,,10-3925,Middle School,0,0,34,0, 5:00,,10,0,28,29, 4:55,
455,,39.0,Middle School,455.0,05:04,3,8,1,30,13, 3:48,,IL,9.0,,10-5296,Middle School,2,0,32,10, 5:04,,12,2,26,16, 4:49,
456,,38.0,Middle School,456.0,04:50,3,8,2,30,1, 4:50,,GA,21.0,HMS,10-3445,Middle School,5,0,29,10, 4:49,,11,0,27,27, 4:50,
457,T,38.0,Middle School,457.0,06:12,2,7,0,31,12, 5:15,,MD,7.0,,10-1902,Middle School,,,,,,,12,0,26,26, 6:08,T
458,,37.0,Middle School,458.0,05:37,3,6,0,32,8, 5:34,,CO,36.0,,10-1601,Middle School,6,1,28,9, 5:37,,7,0,31,20, 5:35,
459,,36.0,Middle School,459.0,03:58,1,14,0,24,36, 3:58,,CT,5.0,,10-4509,Middle School,,,,,,,,,,,,
460,,36.0,Middle School,460.0,05:40,3,8,1,30,10, 5:39,,TX,53.0,,10-4175,Middle School,1,0,33,2, 5:40,,10,0,28,24, 5:38,
461,,36.0,Middle School,461.0,04:19,3,4,0,34,4, 4:18,,NJ,8.0,,10-0658,Middle School,4,0,30,8, 4:10,,14,0,24,24, 4:10,
462,,36.0,Middle School,462.0,05:35,3,3,0,35,5, 3:09,,CA,98.0,,10-3732,Middle School,8,1,26,12, 5:35,,13,1,25,19, 5:31,
463,,36.0,Middle School,463.0,05:50,3,7,2,31,2, 5:43,,CA,99.0,,10-2752,Middle School,11,1,23,18, 5:49,,10,0,28,16, 5:43,
464,,35.0,Middle School,464.0,04:53,3,8,0,30,11, 3:29,,FL,13.0,,10-2507,Middle School,11,0,23,24, 2:52,,0,0,38,0, 0:03,
465,,35.0,Middle School,465.0,04:57,3,8,0,30,24, 4:56,,CA,100.0,,10-2736,Middle School,3,0,31,6, 4:53,,4,0,34,5, 4:49,
466,,35.0,Middle School,466.0,05:55,3,0,0,38,0, 4:07,,AR,5.0,,10-4342,Middle School,0,0,34,0, 4:17,,14,0,24,35, 5:54,
467,,34.0,Middle School,467.0,03:32,3,8,0,30,19, 3:32,,TX,54.0,,10-1664,Middle School,6,2,28,3, 3:24,,12,2,26,12, 3:23,
468,,34.0,Middle School,468.0,05:44,3,9,0,29,13, 5:42,,CA,101.0,,10-2879,Middle School,4,0,30,8, 5:44,,11,2,27,13, 5:36,
469,,33.0,Middle School,469.0,05:28,3,8,1,30,8, 5:28,,CA,102.0,,10-0807,Middle School,4,0,30,11, 5:21,,7,0,31,14, 5:28,
470,,33.0,Middle School,470.0,05:48,3,9,1,29,8, 5:28,,MN,2.0,,10-2994,Middle School,9,0,25,19, 5:36,,7,1,31,6, 3:29,
471,,33.0,Middle School,471.0,05:49,3,6,0,32,8, 0:56,,VA,33.0,,10-4825,Middle School,6,0,28,14, 1:28,,6,1,32,11, 2:47,
472,,32.0,Middle School,472.0,05:44,3,4,2,34,2, 5:21,,CA,103.0,,10-2352,Middle School,9,0,25,24, 4:52,,9,2,29,6, 5:21,
473,,31.0,Middle School,473.0,04:34,3,12,0,26,23, 2:43,,CA,104.0,,10-4876,Middle School,0,0,34,0, 1:47,,8,1,30,8, 3:02,
474,,31.0,Middle School,474.0,04:35,3,5,0,33,7, 4:32,,CO,37.0,,10-1330,Middle School,3,0,31,8, 4:28,,9,0,29,16, 4:34,
475,,31.0,Middle School,475.0,04:07,3,5,1,33,6, 4:05,,HI,20.0,,10-4428,Middle School,0,0,34,0, 4:07,,8,0,30,25, 4:06,
476,,31.0,Middle School,476.0,04:01,3,6,0,32,12, 3:27,,GA,22.0,,10-4837,Middle School,3,0,31,12, 3:52,,1,0,37,7, 3:58,
477,,30.0,Middle School,477.0,05:15,3,6,4,32,-2, 5:14,,CA,105.0,,10-4874,Middle School,8,0,26,19, 5:15,,6,0,32,13, 4:06,
478,,30.0,Middle School,478.0,05:05,3,6,0,32,14, 4:35,,PA,6.0,,10-0902,Middle School,3,1,31,1, 4:44,,10,0,28,15, 5:05,
479,,30.0,Middle School,479.0,05:11,3,2,0,36,8, 2:19,,WA,4.0,,10-4287,Middle School,4,0,30,11, 0:54,,6,0,32,11, 1:08,
480,,29.0,Middle School,480.0,03:29,3,4,0,34,7, 3:27,,TX,55.0,,10-1666,Middle School,7,0,27,14, 3:16,,6,0,32,8, 3:17,
481,,29.0,Middle School,481.0,05:37,3,6,0,32,8, 3:56,,CA,106.0,,10-5110,Middle School,6,0,28,13, 5:37,,6,0,32,8, 3:56,
482,,29.0,Middle School,482.0,05:26,2,6,0,32,7, 5:25,,TX,56.0,,10-2562,Middle School,10,0,24,22, 5:25,,,,,,,
483,,29.0,Middle School,483.0,04:37,3,3,2,35,-6, 4:37,,GA,23.0,SIMS,10-4308,Middle School,13,0,21,30, 4:33,,4,0,34,5, 4:37,
484,,29.0,Middle School,484.0,04:30,3,8,2,30,2, 4:29,,CA,107.0,,10-2738,Middle School,5,0,29,10, 4:30,,9,0,29,17, 4:29,
485,,28.0,Middle School,485.0,02:00,3,4,0,34,7, 0:34,,IL,10.0,,10-3778,Middle School,1,0,33,4, 0:27,,9,0,29,17, 0:54,
486,,28.0,Middle School,486.0,05:07,2,8,0,30,23, 4:51,,MD,8.0,,10-5732,Middle School,,,,,,,10,2,28,5, 4:48,
487,,26.0,Middle School,487.0,05:04,2,4,2,34,-6, 5:04,,FL,14.0,,10-2506,Middle School,14,0,20,32, 3:00,,,,,,,
488,,26.0,Middle School,488.0,05:42,1,,,,,,,KY,2.0,,10-4462,Middle School,,,,,,,12,0,26,26, 5:42,
489,,26.0,Middle School,489.0,05:35,3,2,1,36,-3, 0:55,,CAN,9.0,,10-5689,Middle School,4,1,30,3, 3:41,,10,0,28,26, 2:50,
490,,25.0,Middle School,490.0,05:56,3,5,0,33,9, 5:43,,AL,23.0,,10-2376,Middle School,2,0,32,5, 5:55,,6,0,32,11, 5:45,
491,,25.0,Middle School,491.0,02:05,3,0,0,38,0, 0:07,,CA,108.0,,10-3591,Middle School,0,0,34,0, 0:09,,11,1,27,25, 2:05,
492,,25.0,Middle School,492.0,04:36,3,0,0,38,0, 0:05,,AL,24.0,,10-2014,Middle School,4,0,30,11, 1:19,,7,0,31,14, 1:23,
493,,25.0,Middle School,493.0,05:22,3,5,0,33,6, 5:15,,TX,57.0,,10-4778,Middle School,6,3,28,0, 5:22,,10,1,28,19, 5:21,
494,,24.0,Middle School,494.0,03:40,1,,,,,,,CA,109.0,,10-3968,Middle School,,,,,,,12,0,26,24, 3:40,
495,,23.0,Middle School,495.0,05:56,3,12,3,26,8, 5:39,,CA,110.0,,10-2981,Middle School,4,0,30,11, 5:17,,6,2,32,4, 5:56,
496,,23.0,Middle School,496.0,05:04,3,5,0,33,13, 3:35,,AR,6.0,,10-2714,Middle School,0,0,34,0, 0:51,,5,0,33,10, 1:15,
497,,22.0,Middle School,497.0,03:25,1,,,,,,,CA,111.0,,10-2205,Middle School,,,,,,,12,1,26,22, 3:25,
498,,22.0,Middle School,498.0,05:52,3,10,0,28,16, 5:51,,CA,112.0,,10-5130,Middle School,5,3,29,-5, 5:34,,8,1,30,11, 5:36,
499,,22.0,Middle School,499.0,05:52,3,0,0,38,0, 5:47,,NM,3.0,,10-2215,Middle School,4,1,30,5, 5:40,,8,0,30,17, 5:42,
500,,21.0,Middle School,500.0,04:24,3,5,0,33,9, 4:24,,RI,21.0,,10-5301,Middle School,0,0,34,0, 1:02,,5,0,33,12, 1:15,
501,,21.0,Middle School,501.0,05:38,3,8,3,30,-3, 5:37,,CA,113.0,,10-5115,Middle School,4,0,30,8, 5:38,,7,0,31,16, 5:36,
502,,21.0,Middle School,502.0,05:57,3,4,0,34,4, 1:37,,FL,15.0,,10-2508,Middle School,6,0,28,13, 1:27,,6,1,32,4, 2:40,
503,,20.0,Middle School,503.0,01:25,2,5,1,33,2, 0:21,,CA,114.0,,10-5141,Middle School,,,,,,,8,0,30,18, 0:52,
504,,20.0,Middle School,504.0,05:46,3,2,0,36,2, 4:59,,TX,58.0,,10-4114,Middle School,4,0,30,10, 4:58,,5,0,33,8, 5:10,
505,,20.0,Middle School,505.0,05:47,3,3,1,35,1, 2:41,,CA,115.0,,10-1454,Middle School,6,2,28,2, 5:46,,9,0,29,17, 5:47,
506,,19.0,Middle School,506.0,04:20,3,4,0,34,6, 4:07,,SC,16.0,,10-5348,Middle School,4,0,30,10, 4:20,,6,1,32,3, 4:19,
507,,19.0,Middle School,507.0,04:47,3,10,2,28,4, 4:47,,RI,22.0,,10-5303,Middle School,0,0,34,0, 2:30,,8,0,30,15, 4:36,
508,,19.0,Middle School,508.0,05:41,3,3,1,35,-1, 1:56,,VA,34.0,,10-4835,Middle School,6,0,28,14, 1:41,,5,0,33,6, 2:01,
509,,18.0,Middle School,509.0,05:53,3,2,3,36,-13, 5:52,,CA,116.0,,10-1452,Middle School,0,0,34,0, 4:18,,11,0,27,31, 5:21,
510,,18.0,Middle School,510.0,05:16,3,2,0,36,2, 3:25,,CA,117.0,,10-5066,Middle School,3,0,31,6, 5:14,,6,0,32,10, 5:15,
511,,18.0,Middle School,511.0,04:18,3,4,1,34,4, 4:18,,NJ,9.0,,10-0661,Middle School,0,0,34,0, 4:18,,8,0,30,14, 3:29,
512,,16.0,Middle School,512.0,02:14,3,0,0,38,0, 0:32,,CA,118.0,,10-3588,Middle School,0,0,34,0, 0:27,,3,0,35,16, 2:14,
513,,16.0,Middle School,513.0,02:33,1,,,,,,,CA,119.0,,10-5723,Middle School,,,,,,,8,0,30,16, 2:33,
514,,16.0,Middle School,514.0,05:24,3,8,0,30,11, 5:24,,TX,59.0,,10-3260,Middle School,4,2,30,1, 4:39,,3,0,35,4, 4:40,
515,T,16.0,Middle School,515.0,06:07,3,9,1,29,7, 6:07,T,MO,12.0,,10-0109,Middle School,3,0,31,7, 5:24,,1,0,37,2, 2:56,
516,,15.0,Middle School,516.0,05:28,2,6,2,32,0, 5:28,,WA,5.0,,10-4282,Middle School,6,0,28,15, 2:48,,,,,,,
517,,15.0,Middle School,517.0,05:05,3,0,0,38,0, 2:42,,MA,1.0,,10-5410,Middle School,2,0,32,8, 4:53,,1,0,37,7, 3:53,
518,,14.0,Middle School,518.0,04:44,2,4,0,34,4, 1:29,,GA,24.0,,10-1981,Middle School,,,,,,,7,0,31,10, 2:58,
519,,14.0,Middle School,519.0,04:43,2,3,0,35,3, 1:36,,AL,25.0,,10-0886,Middle School,5,0,29,11, 2:57,,,,,,,
520,,14.0,Middle School,520.0,05:11,2,,,,,,,MD,9.0,,10-5209,Middle School,11,2,23,17, 4:54,,5,2,33,-3, 2:19,
521,,14.0,Middle School,521.0,04:33,3,3,0,35,5, 1:43,,AL,26.0,,10-0887,Middle School,0,0,34,0, 0:19,,4,0,34,9, 1:09,
522,T,13.0,Middle School,522.0,06:43,1,9,0,29,13, 6:43,T,IN,2.0,,10-0561,Middle School,,,,,,,,,,,,
523,,13.0,Middle School,523.0,05:56,2,,,,,,,SC,17.0,,10-3684,Middle School,5,0,29,10, 2:09,,5,2,33,3, 5:56,
524,,12.0,Middle School,524.0,05:44,3,3,0,35,6, 5:33,,CA,120.0,,10-1455,Middle School,3,0,31,6, 5:44,,0,0,38,0, 0:05,
525,,12.0,Middle School,525.0,03:17,3,3,0,35,3, 1:59,,CT,6.0,,10-1951,Middle School,0,0,34,0, 1:15,,6,0,32,9, 3:16,
526,,11.0,Middle School,526.0,03:07,3,6,4,32,-1, 1:06,,CT,7.0,,10-1950,Middle School,2,0,32,7, 1:51,,2,0,36,5, 1:48,
527,,10.0,Middle School,527.0,03:21,1,6,0,32,10, 3:21,,IN,3.0,,10-0559,Middle School,,,,,,,,,,,,
528,,9.0,Middle School,528.0,04:43,1,5,0,33,9, 4:43,,CA,121.0,,10-4741,Middle School,,,,,,,,,,,,
529,,9.0,Middle School,529.0,03:58,1,,,,,,,NY,1.0,,10-5540,Middle School,,,,,,,6,0,32,9, 3:58,
530,,9.0,Middle School,530.0,02:16,2,6,2,32,1, 2:16,,CA,122.0,,10-0749,Middle School,4,0,30,8, 1:25,,,,,,,
531,T,7.0,Middle School,531.0,06:42,1,4,0,34,7, 6:42,T,IN,4.0,,10-0558,Middle School,,,,,,,,,,,,
532,,7.0,Middle School,532.0,05:32,3,2,0,36,2, 4:42,,CO,38.0,,10-1602,Middle School,0,0,34,0, 4:53,,3,0,35,5, 4:53,
533,,5.0,Middle School,533.0,05:48,3,0,0,38,0, 5:46,,TX,60.0,,10-2557,Middle School,1,0,33,5, 4:06,,0,0,38,0, 5:48,
534,,2.0,Middle School,534.0,01:30,2,0,0,38,0, 0:34,,CA,123.0,,10-0748,Middle School,,,,,,,1,0,37,2, 1:29,
535,,1.0,Middle School,535.0,01:47,2,,,,,,,CA,124.0,,10-3589,Middle School,0,2,34,-10, 0:49,,4,0,34,11, 1:39,
536,,1.0,Middle School,536.0,04:22,3,0,0,38,0, 4:21,,HI,21.0,,10-4431,Middle School,4,0,30,10, 4:17,,2,3,36,-9, 4:11,
537,,0.0,Middle School,537.0,00:10,3,0,0,38,0, 0:08,,CO,39.0,,10-3328,Middle School,0,0,34,0, 0:08,,0,0,38,0, 0:10,
538,,0.0,Middle School,538.0,00:53,1,0,0,38,0, 0:53,,AL,27.0,,10-1551,Middle School,,,,,,,,,,,,
539,T,-1.0,Middle School,539.0,06:51,1,5,2,33,-1, 6:51,T,IN,5.0,,10-0560,Middle School,,,,,,,,,,,,
540,,-2.0,Middle School,540.0,05:43,3,5,1,33,1, 5:23,,CA,125.0,,10-3272,Middle School,0,0,34,0, 3:58,,6,2,32,-3, 0:31,
541,,-5.0,Middle School,541.0,03:02,1,,,,,,,AL,28.0,,10-5014,Middle School,,,,,,,4,2,34,-5, 3:02,
542,,-5.0,Middle School,542.0,04:49,1,3,2,35,-5, 4:49,,CA,126.0,,10-5564,Middle School,,,,,,,,,,,,
543,,-6.0,Middle School,543.0,04:17,1,,,,,,,CA,127.0,,10-5563,Middle School,,,,,,,3,2,35,-6, 4:17,
544,,-10.0,Middle School,544.0,04:08,3,3,6,35,-23, 4:08,,MA,2.0,,10-5414,Middle School,5,2,29,3, 2:09,,6,0,32,10, 2:34,
